建设工程承包单位在向建设单位提交工程竣工验收报告时，应当向建设单位出具质量保修书,0
四、飞翔公司已经收到工程结算，未提出异议应视同认可，飞翔公司应支付拖欠的工程款,0
原、被告在2008年4月8日就先行签订了二标段的《建设工程施工承包补充协议书》，此后才开始二标段的招投标程序，并于2008年7月4日向原告发送二标段的中标通知书，2008年7月20日才签订用于备案的二标段《建设工程施工合同》,0
3、被告是否按合同约定支付工程价款，原告的诉讼请求是否应当得到法庭的支持,0
因此，应当依据当事人确认的工程造价审核定案表等文件认定应付工程款为350945117.71元,0
本院认为，对于案涉工程造价问题，鉴定机构,0
关于原告诉请就28860744元工程款，对诉争工程进行折价或者拍卖并以所得价款优先受偿的问题，依照《中华人民共和国合同法》第二百八十六条，发包人未按照约定支付价款的，承包人可以催告发包人在合理期限内支付价款,0
"一、被告大庆建筑安装集团有限责任公司苏州分公司于本判决生效后十日内支付原告邬毅工程款人民币860,616.27元",0
680000,0
因此，对于泰诚公司在本案中再次主张2015年10月1日至2016年3月31日期间停工损失不予支持,0
17栋第13层,0
待工程主体封顶后7日内返还,0
"1、繁宝公司支付延期交房违约金60万元(根据上海市建设工程施工投标标书情况汇总表第4条，按工程总造价7,009,179元的每日万分之二计算，自2012年4月8日起算至钱国木业公司使用车间二及门卫室的时间即2013年7月18日止)",0
6、该工程全部竣工验收后7个工作日内，甲方支付30万元工程款给乙方,0
关于第一份机打建设工程施工合同约定的竣工日期应视为双方已进行了调整，原、被告对第一份机打建设工程施工合同的其它内容无异议，根据证据自认规则，本院予以确认,0
3#、4#、5#楼工程质量竣工验收结论均为合格,0
关于二期用地清理费10万元的问题，富成公司与建工五建公司签订的合同专用条款9.1约定承包人交工前做到工完场清，双方并未约定承包方将施工废料清离施工现场后再运至弃置地点,0
7、一车间西侧北大门水泥坡道及门卫室与二车间之间水泥坡道(或可移动钢板)，供铲车通行使用,0
第五，关于被告提出的工程质量等问题构成拒付工程款的理由是否成立的问题,1
3、不包括地面上面道路与场地水泥地面,0
本案中原、被告双方签订的建设工程施工合同无效，并且原告承建的涉案工程主体经鉴定存在“厂房跨度与钢柱长细比不成正比，钢架柱、梁抗压、抗弯承载力未达到设计要求”等严重质量问题，因此，原告请求按照合同的约定支付承建期间的工程进度款200万元，没有事实和法律依据，本院不予支持,1
宣读这份询问笔录（略）,0
"95,181,105.52元",0
北京安泰信达消防工程有限公司鸡西分公司分六次收到鸡西市第一中学校支付的210万元工程款,0
崔国茂2015.1.14,0
2.国神华公司应否向南通二建公司返还履约保证金，并支付相应利息及违约金,0
申请支付金额（按85%）,0
具体时间以合同为准,0
"故原告支付的各项税费不能纳入工程款范围，本案工程款总价应认定为7,185,558.61元",0
证据19，原告对证据的真实性、合法性、关联性无异议，本院认为具有证明效力,0
第07-08-006号《道路钢筋工程签证及计量报审表》中道路面积比现场面积大是因为主厂房道路工程先后经过两次施工,0
按照《建设工程施工合同补充协议》的约定，石门城建房产公司可以暂扣工程总价款的5%即925511.65元（18510233元×5%）作为质量保修金，待规定保修期满一年后再一次性予以支付，因此，石门城建房产公司现在应向邓文年支付的工程价款为17584721.35元（18510233元-925511.65元），加上石门城建房产公司认可的应向邓文年支付的地下室施工损失补偿20000元，并扣除石门城建房产公司已向邓文年支付的工程款14231580元，石门城建房产公司还应向邓文年支付工程款3373141.35元（17584721.35元＋20000元-14231580元）,0
虽然讼争工程尚未竣工验收，但被告第二幼儿园已实际占有并使用讼争工程，按照最高人民法院《关于审理建设工程施工合同纠纷案件适用法律问题的解释》第十三条“建设工程未经竣工验收，发包人擅自使用后，又以使用部分质量不符合约定为由主张权利的，不予支持”的规定，应认定被告已经以自己的行为认可了建设工程质量合格，或自愿承担质量瑕疵,1
经审核，代付款的《工程签证单》均有道隧公司和五台工业园管委会的盖章确认,0
2014年7月3日《建设工程施工承包合同》的合同相对方系瑞信公司与吉运公司，加之，瑞信公司及吉运公司不认可挂靠关系，故本院认定瑞信公司将涉案工程发包给了吉运公司，吉运公司在取得陆坊小镇工程后，将部分工程分包给了原告，因原告不具备相关建设工程施工资质，故吉运公司与原告之间系违法分包关系,0
前款所列行为影响中标结果的，中标无效”的规定，同时也违反了关于承包人不得再次将承包工程全部转包以及承包人必须具备相应建筑资质的规定,0
20110512,0
被告欠付原告工程款1284781.83元,0
&quot;当事人应当按照约定全面履行自己的义务,0
工程停工后，省建三公司并未将工程移交给鑫红光公司，故省建三公司主张停工期间的电费应由鑫红光公司承担缺乏事实依据，本院不予支持,0
（二）建设工程没有交付的，为提交竣工结算文件之日,0
查明，2014年6月9日因未办理施工许可证，丽景家园住宅小区项目施工单位鼎晟公司被罚款35000元（7栋楼，每栋5000元）,0
7-10，面积46.53㎡,0
”《中华人民共和国建筑法》第八十三条第三款规定“抢险救灾及其他临时性房屋建筑和农民自建底层住宅的建筑活动，不适用本法,0
五、关于本案双方请求的最后评判,0
合同价款577.96万元,0
为了确保工程质量和工期，应被告要求原告提供了履约保证金,0
以13181498.85元为基数，按月利率2%，自2018年11月19日起至付清日止,0
20111225,0
（一）修复后的建设工程经竣工验收合格，发包人请求承包人承担修复费用的，应予支持,0
这属于典型的通谋虚伪行为,0
原告还提出由被告秦治显对全部债务承担连带清偿责任，因被告秦治显已经在2016年5月24日的三方协议中，自愿同意为被告承担连带责任保证，故对原告该诉讼请求应当予以支持,0
上海崎丰纸制品厂扩建工程，建筑面积,0
截至本案诉讼之日，当事人双方对50438966元为已支付的工程款无异议，但该款项中含桩基工程款5838966元、基坑支护工程款1020000元、土方回填工程款140000元,0
综合原、被告的质证意见，本院对浙江韦宁工程审价咨询有限公司2011年4月7日出具的九龙一号室外工程鉴定报告（含2011年11月4日出具的补充报告）认证如下,0
因此，对两原告要求判决宇元置业公司如未按判决期限还款则按补充协议约定以上述门面抵偿工程款及利息的诉讼请求，本院不予支持,0
被告对法院调取的证据的质证意见为,0
25708561,0
甲方落款处加盖上海崎丰纸制品厂扩建工程项目专用章，并由杨钱国作为代表人签字，乙方落款处加盖上海宝建集团繁宝建筑工程有限公司上海崎丰纸制品厂扩建工程项目部章，并由蒋建军作为代表人签字,0
对于地形测量图的关联性有异议,0
尤其是，即使认定该承诺书无效，招标投标法的规范目的也不能因此而实现，因此，从招标投标法的规范目的和调整范围来看，该承诺书不应因违反招标投标法而无效,0
案外人李紫石、李洁、方炳胜、梁福清实际转账共100万元给被告丽贤公司，并于2017年11月10日出具付款证明书将该100万元合同履约金的权利转让给黄天友,0
庭审中，原、被告均确认愿意按照实际施工人陈述的材质为准，价格同意参照鉴定意见书,0
时空公司、南洋公司的意见与闽中公司意见相同,0
虽然涉案工程分为六项单独的工程，五台工业园管委会作为发包人分别与施工单位订立《建设工程施工合同》，但依照《协议书》中道隧公司以现金方式投资建设博州五台工业园区（湖北工业园）基础设施工程项目建设，采取投资--建设（BT）方式，道隧公司按期保质保量完成项目的施工等工作，并对项目整体的质量、安全负全责，以及由五台工业园管委会向道隧公司支付投资本金及回报的约定，道隧公司与五台工业园管委会之间应为建设工程施工合同关系，而结合五台工业园管委会向道隧公司支付涉案工程款项，道隧公司向五台工业园管委会报送工程结算资料等情况，道隧公司在涉案工程中处于总承包人的地位,0
被告给付逾期付款利息与给付垫资利息是依据两个独立的合同条款约定，二者之间并不矛盾，该约定并不违反法律的强制性规定，因此原告请求给付逾期付款利息的请求应予支持,0
根据2008年12月16日被告金辉公司（甲方）与原告（乙方）签订《协议书》约定,0
上述事实有原告提供的建设工程施工协议、合同、企业资质证书、2014年度规费计取标准、质量监督报告书、房屋建筑竣工报告书、房屋建筑工程质量检查报告书、房屋建筑工程竣工验收报告书、房屋建筑工程质量评估报告书、单位工程质量竣工验收记录，工程结算书，结算书签收单、施工进度横道图、拨款明细表、建筑工程施工许可证、门窗监测报告、施工日志、2016年工程签证单、结算书等相关证据，被告提供的建筑工程监理文件归档目录、竣工资料结算通知函、建筑工程质量保证金收据、情况说明、预付款明细、施工日志、建设工程竣工验收消防备案凭证、照片等相关证据，监理部门监理日志，证人吕其波（监理工程师）、冯欣（飞翔公司副总）出庭证言，合议庭调取的档案馆工作人员笔录，（2016）辽1481民初2074号诉讼保全相关材料和民事裁定书，以及双方当事人、诉讼代理人庭审陈述、辩论意见佐证，并经庭审质证，本院予以认定,0
重庆富丽建筑有限公司,0
三、申请人国盛公司为被申请人安澜公司2013年后所施工的××区个填海工作断面整体收尾工程的结算、工程款支付以及2013年前国盛公司为安澜公司实施的前期填海施工工程已结算的工程尾款229.5万元的支付等事宜，由国盛公司与安澜公司通过谈判、协商或诉讼等方式解决,0
富丽公司辩称,0
原告凤岗房地产开发公司虽然不是《东莞市建设工程施工合同》的签约主体，但其亦确认《东莞市建设工程施工合同》的效力，故根据合同当事人意思自治的原则，《广东省建设工程施工合同》与《东莞市建设工程施工合同》对双方均应产生约束力，并不能仅仅因未经备案否认《东莞市建设工程施工合同》的合同效力,0
因此，精王公司不能以未开具发票为由拒付工程款,0
”建设工程价款优先受偿权属于法定权利，《合同法》第二百八十六条赋予承包人此项权利，实质是为了保护建筑工人的利益,0
且报告注明“以上审核结果已经委托单位、建设单位、施工单位共同签证确认”,0
该费用依据原告提交的证据计算,0
本院认为，涉案合同系华宇广泰与鸿丰公司签订的，路新根在投标人基本情况表上签字，属于履行华宇广泰的职务行为，故不应当作为本案被告,0
发包人向承包人承诺按照合同约定的期限和方式支付合同价款及其他应当支付的款项,0
2014年3月25日，被告出具关于支付《上海奉南建筑装潢有限公司》待工费用的情况说明，明确因增设电影小厅，故于2012年10月1日至10月23日期间通知原告暂停施工，待小厅设计图完成后按图继续施工,0
1803586.45,0
第六，关于义银公司的违约责任,0
在实务中存在被挂靠企业向发包人主张权利进而判决发包人向被挂靠企业支付工程款的情形，实际上通常是因为挂靠人与被挂靠人在利益一致性的情况下进行了一种行使诉权的选择，也是法院在不能确认挂靠情形的情况下进行的一种裁判选择,0
本案中，韦景二主张矿建公司、人福公司违法将项目分包给邓伯刚，邓伯刚又非法转包给了罗斌、罗鹃、罗有阳，罗斌、罗鹃、罗有阳又非法转包给了唐顺凤，各被告系层层分包关系，各被告应共同支付劳务费给韦景二,0
鉴定意见按定额规定计算了不锈钢线条费用，上陵公司不认可，提出要按定价8元/m计算，但未见双方认可的定价单，若按上陵公司提出的定价8元/m计算需扣减209931.48元（含税）,0
《姚安县大酒店工程结算资料》一份，被告白邑公司、中茂公司无异议，原告陈鑫认为该《姚安县大酒店工程结算资料》是被告东龙公司单方制作，不予认可,0
F区已由浙江广宏建设有限公司开始施工,0
"自2017年2月1日起至该90,000,000元工程款付清之日止，以90,000,000元为基数，按照中国人民银行同期贷款利率的两倍标准计算支付",0
"2017年9月1日,建设公司给程振国出具《授权委托书》，内容如下",0
本院对该证据的真实性予以采信,0
证据十二、冠华公司与张建国2013年12月1日《协议书》一份、发票一张，证明8号宿办楼被告遗留下来的建筑垃圾清运拉走4车，由原告替被告支出劳务费2千元,0
《河北联合大学8号宿办楼11月5日联合检查验收后需返工整改的工程项目》中工程项目被告需返工整改，但被告拒绝返工整改，被告未返工整改和未干的较大项目有9项，此9项由原告另找的队伍替被告返工整改，9项工程返工整改劳务费和材料费合计68.6万元,0
14989561,0
未产生部分按照本金604232.24元自2016年6月14日计算至实际给付之日，年利率按照6%计算,0
建设工程的保修期，自竣工验收合格之日起计算,0
关于原告主张的质量保修金利息是否予以支持的问题,0
该合同于2017年4月25日盖章确认,0
"本案中，湛新公司作为发包人，尚有95,000元工程款未支付，湛新公司在95,000元范围内对原告承担责任",0
第三，根据最高人民法院《关于审理建设工程施工合同纠纷案件适用法律问题的解释》第十三条“建设工程未经竣工验收，发包人擅自使用后，又以使用部分质量不符合约定为由主张权利的，不予支持,1
2017年12月4日，陕西省建筑工程质量检测中心、陕西省建筑科学研究院接受大豐置业的委托，对大豐曲江真境1、2、3、4、5、8号楼及地下车库进行安全性鉴定、检测验收工作，大豐置业支付检测验收技术服务费914165元，大豐置业反诉要求建工置业承担,0
原告联建公司对被告提供的证据3有异议，认为相关照片没有任何第三方见证，原告可以对图片进行技术处理，无法准确反映工程现状,0
第七，关于原告任波主张被告上东新城公司返还进场保证金300000.00元及李丹借款50000.00元能否支持的问题，原告任波通过银行汇款向上东新城公司员工孙微微名下汇入300000.00元，因汇款凭条中未注明款项用途，被告上东新城公司不认可收到该款项，亦未给原告任波出具相应手续，对于该笔款项，原告任波可另行提起诉讼主张权利,0
竣工验收合格之日起满1年返还质保金40%,0
“人民法院对下列起诉，分别情形，予以处理,0
"自2014年4月12起至实际给付之日止，以14,983,758.3元为基数，按照年利率24%向博源公司计付工程质量保证金利息、违约金",0
在（2017）琼96民初39号案一审的诉讼过程中，二建公司提出反诉，请求判令海协公司承担其因本案所支出的律师服务费884328元及利息,0
本院认为，认定喀什华厦公司与喀什东方汇科公司实际履行的合同，应从双方当时约定的真实意思表示来看,0
169616.0547,0
综上，虽然涉案工程整体未竣工验收，其整体质量是否全部达到竣工验收条件目前尚不足以认定，但该组证据作为按照合同约定支付工程进度款的已完工程量质量合格依据可以采信,1
"自报工期120日历天，自报质量一次性100%验收合格，外来用工数(工日)18,000",0
本案现已审理终结,0
20110430,0
201256.2,0
本院认为，《中华人民共和国合同法》第二百八十六条规定，发包人未按照约定支付价款的，承包人可以催告发包人在合理期限内支付价款,0
明鑫公司未依约支付保证金及停工损失费，王建军请求明鑫公司支付保证金及停工损失费并支付自王建军起诉之日起的利息，依法应当予以支持,0
三、双方在履行合同过程中是否存在违约行为，应否承担违约责任,0
故，蒋大平与安泰公司的挂靠关确实成立,0
合同签订后三个日历日内支付合同总价的80%，余款在工程完工后三个日历天内付清,0
本院认为，机关《高压旋喷桩施工记录》中只有施工单位、监理单位现场代表签字，无建设单位现场代表签字，但监理单位是发包人（建设单位）委托的负责工程监理并取得相应工程监理资质等等级证书的单位，监理单位在施工记录上签字可以确定施工单位已经实际做了该部分高压旋喷桩施工工程，故对该部分工程造价，本院予以确认,0
（六）已为仲裁机构生效裁决所确认的事实,0
20101206,0
施工总承包的，建筑工程主体结构的施工必须由总承包单位自行完成,0
被告施工的地面较设计超高10公分，另案中2015年承包人申请出庭作证的证人证实被告打完水泥地面后存在积水现象，工程质量鉴定显示“车间内地面排水口高程普遍高出地面，车间内地面多处排水不畅，存水现象严重,1
20110830,0
监理人收到申请后14天内报送发包人收到后30天内审完并签发付款凭证,0
经查，铜仁大酒店工程至今未复工，金滩半岛豪苑F1F2栋工程群洲公司复工后在2019年4月再次停工，至今未按约全面竣工，明显违反合同约定，群洲公司应按约承担涉案工程的停工损失,0
原告未按照补充协议支付，应按照补充协议的约定支付相应利息,0
第十八条，利息从应付金额之日计付,0
鉴于此，扣除保证金后，中林公司实际支付的工程款为50000元，未付工程款共计1050000元,0
本案原告未向合同发包方商丘市宏昌置业有限公司及其该公司自然人股东李凤亮、陈华、蔡仲举主张权利，是对其诉权的处分，符合法律规定,0
已付金额,0
（七）日月鑫公司反诉请求新东阳公司移交全部工程档案资料问题,0
被告湛新公司作为涉案工程的发包方，依法应在其欠付款范围内对原告承担付款责任,0
1、原告联建公司与被告万辉公司签订的《建设工程施工合同》是否应予以解除,0
至于双方决算的条件，就更不具备了,0
17栋第1层,0
故明鑫公司还应向王建军支付工程款的具体数额为21261967.52元（36732893.71元+1290292.81元-16761219元）,0
17栋第1、3层内墙抹灰,0
”金泓公司所承建的东泓新居住宅小区项目工程已经竣工验收合格，虽然韩艳林与金泓公司之间的建设工程施工合同无效，但是韩艳林仍然享有要求金泓公司支付工程款的权利,0
因建工集团并未就其离场时遗留材料及材料的内容、价格向本院提供证据予以证明，故本院对其占用材料租赁费、材料赔偿款的主张不予支持,0
工程完工后，时空公司、南洋公司不与其办理工程的结算，造成其垫付的款项及工程款不能要回,0
更何况本案双方在中标后并未签订中标合同,0
同时以工程合同款的名义，实际收取杨建飞管理费28000元,0
证据8不具有证明效力,0
“有下列情形之一的，合同无效,0
同时，由于金陵公司与中林公司均认可涉案工程未经验收和结算，故不适用《建设工程施工合同》专用条款中关于工程款支付时间的约定，即付款时间约定不明,0
最高院在（2008）民一字第4号答复函中明确指出，财政部门对财政投资的评定审核是国家对建设单位资金的监督管理，不影响建设单位与承建单位的合同效力及履行，除非合同在双方建设合同中明确约定以财政投资的评审结论作为结算依据，否则仍应按照合同约定的结算条件、结算条款或法定造价审计部门的鉴定结论为依据,0
没有约定的，按照中国人民银行发布的同期同类贷款利率计息,0
这份证据真实合法，与本案相关,0
由于金泓公司未依约支付工程款，已经构成违约，由于金泓公司的违约行为引发本案诉讼，责任在金泓公司一方,0
25.4、工程竣工结算,0
（叁佰万元正），（姚安大酒店）工程款290万元大写,0
综上，国都公司及其广西分公司应得的工程款为,0
”的规定，中标应归无效,0
本院认为，案涉工程（一、二标段）在进行招投标程序之前，原、被告双方已就工程的工期、质量、价款、结算办法等施工合同主要内容进行了协商和约定，故原告的中标无效，双方经招投标签订的《建设工程施工合同》也归于无效，双方之间的工程价款结算应以双方达成合意并实际履行的《建设工程施工承包补充协议书》为准，对此问题，本院将在判决论理部分作进一步阐述,0
广恒房地产开发公司截止2016年2月2日付给河南开宇建筑公司工程款，合计,0
原告举证《河北省建设工程竣工验收报告》，在竣工项目审查中载明,0
即使是涉案工程建好后，交付被告东莞市观音寺管理收益，也只是被告港洲文化公司和被告东莞市观音寺就涉案工程的管理、收益的约定，并不能就此认定被告东莞市观音寺需对涉案工程的工程款承担连带责任,0
证明金地花园土地归属面积和范围,0
“一、承建方式为包工不包料,0
刘德三在本案中以审核编制结论12162315.52元主张涉案工程价款,0
就钢筋调整项目，双方在合同47.1（5）约定钢筋结算时按实际用量计入，价格按实际市场采购价调整,0
本案现已审理终结,0
20111002,0
”但根据上述协议中对于“进度款”的约定，XX公司支付的条件既有约定在取得一定比例的商品房预售款后，又由约定支付的款项为不超过一定的数额，可见该“进度款”的支付时间和数额约定不具体和不明确，本院也难以确定,0
（三）建设工程必须进行招标而未招标或者中标无效的,0
本院（2012）金义民初字第3370号民事判决虽确认双方签订的涉案建设工程施工合同于2012年12月4日解除，但本院作出该判决的时间为2013年11月11日，送达双方的时间为2013年11月15日，原告主张权利的诉讼时效期间至少应从2013年11月15日起算，故原告的起诉并未超过诉讼时效期间,0
另查明，大邦公司共计向湖南四公司支付工程款45415749.06元，加上大邦公司还代湖南四公司支付长沙市建筑工程监察站安监费50830元、支付补晒蓝图费用4007.25元、湖南四公司应承担清扫宿舍费用分摊56元，大邦公司总计支付湖南四公司45470642.31元,0
本院认为，根据建设工程施工合同47.9款约定发包人在办理付款手续时，必须并将工程款汇入全称为浙江新东阳建设集团有限公司的公司银行账户内，补充协议第四、7款约定牵涉到本工程乙方的所有款项甲方必须汇入乙方指定的账户内，否则视为未支付，结合该工程为固定价合同、双方无争议的付款额中也有小额付款等事实,0
2015/10/24,0
2、鑫马公司于2014年2月24日和3月25日分别向大经公司账户汇款24.25万元、20万元和7万元，该51.25万元系鑫马公司支付大经公司的涉案工程款,0
1、被告在签订建设工程施工合同时，对补充合同文本为建设工程施工合同的组成部分已明确知悉，缪泽荣是以承包人身份、被告特别授权的委托代理人身份与原告和汇公司签订补充合同、补充合同一、补充合同二,0
"4、工程订单一组，拟证明系争工程不含税价格为7,185,558.6元",0
被告东龙公司于2015年12月31日单方制作了《姚安大酒店结算工程结算价》，工程结算价款为2383563.86元,0
另双方在施工过程中的矛盾和嘉盛公司所聘请的监理公司提前退场的缘由，使得施工方容福公司撤出了现场，由嘉盛公司和佐尔美公司接管了施工现场,0
如逾期支付的工程款超过30天，乙方有权停工,0
再者，监理没有能力证明2014年11月份完全能竣工,0
证据一、2017年9月16日置业公司（发包人）与建设公司（承包人）签订的《建设工程施工合同》,0
证人的证言大部分明显是不真实的，且有前后矛盾之处,0
通用条款44.5，一方依据44.2、44.3、44.4款约定要求解除合同的，应以书面形式向对方发出解除合同的通知，并在发出通知前7天告知对方，通知到达对方时合同解除,0
垫付工程款,0
本院认为，前已论述，案涉的《建设工程施工合同》和2014年12月23日签订的《关于“东瑞金融中心”〈建设工程施工合同〉的补充协议》均为有效，《关于“东瑞金融中心”〈建设工程施工合同〉的补充协议》签订在《建设工程施工合同》之后，系对原有协议内容的变更和补充,0
另外，2013年6月7日至9日高考期间停止砼浇筑应顺延工期3日，将含增加工程在内的集中商业楼作为整体来判断是否义银公司是否延误工期,0
本院认为，原告对被告提供证据1证明第1、2、4、5点证明目的无异议，本院认为证据1可以证明被告第1、2、4、5点证明目的,0
"1、电梯、室外总体、二次装修不包括在内(按图施工)，2、钢结构屋面暂定价470,000万元，如超出470,000元由被告负责",0
9763022.59,0
“取得施工总承包资质的企业（以下简称施工总承包企业），可以承接施工总承包工程,0
建设公司对真实性无异议,0
2013年10月23日九洲公司与中城投六局在工程联系单上所对中城投六局所施工走道夹层工程量签字确认,0
合同的签订、工期、暂定造价及工程进度款的约定情况,0
（四）万特公司六安分公司应否对万特公司的款项支付及赔偿义务承担连带责任,0
"1,410.76",0
第一，关于用案涉房屋抵顶工程款应否计入已付工程款中的问题,0
491038元，该鉴定结论对8张工期延期签证的真实性不能认定，对工期延误的原因也没有做出鉴定，本案中的8张工期延期签证，证人唐某当庭作证认为，这8张工期延期签证是事后补签的，唐某是碍于情面签的字，且该延期签证没有合同约定的发包人（被告）指定的接收人“蔡有德”签字，再加上这8张签证单存在误工日期重复等不符合逻辑的情形，因此该8张签证单不能作为认定工程延期的损失的依据,0
(其中监理单位、建设单位、档案馆各一份),0
根据工程补充协议书的约定，三车间隔层的水泥承台基础确包括在总价款中，但根据工程补充协议书该第二条上下文内容，三车间应当指的是第三车间，而并非一、二、三总共三个车间，由此，车间二的新增承台费用和门卫新加梁高费用并不应当包括在总造价中,0
"441,599.41",0
另查明，发包方商丘市宏昌置业有限公司是由自然人股东李凤亮、王龙亮、陈华、蔡仲举于2011年11月2日成立的从事房地产开发与经营的有限责任公司,0
34266.66667,0
原告提供的证据1、7被告对证据的真实性、合法性、关联性无异议，本院认为具有证明效力,0
常久印和赵保明分别受二轻公司和万合城公司的委托，分别代表二轻公司和万合城公司于2012年1月15日签订了《承包协议及部分工程做法明细》，该合同加盖有二轻公司和万合城公司的公章，证明该合同是其双方的真实意思表示，内容合法有效，本院予以确认,0
"原告提交“预（决）算书”，主张已完工程造价为77,770,357.65元",0
钢筋及砼主材价格浮动±8%以外部分给予调整，调整的价款仅计取税金,0
